, where, what, value
0, Driver, kernel_time, 0.000021458000
1, Driver, total_time, 0.000108563000
2, GPU[1].CommandProcessor, kernel_time, 0.000020869000
3, GPU[1].SA[0].CU[0], cu_inst_count, 2340.000000000000
4, GPU[1].SA[0].CU[0], cu_CPI, 9.170085470085
5, GPU[1].SA[0].CU[0], simd_inst_count, 1964.000000000000
6, GPU[1].SA[0].CU[0], simd_CPI, 10.925661914460
7, GPU[1].SA[0].CU[1], cu_inst_count, 2340.000000000000
8, GPU[1].SA[0].CU[1], cu_CPI, 9.170085470085
9, GPU[1].SA[0].CU[1], simd_inst_count, 1964.000000000000
10, GPU[1].SA[0].CU[1], simd_CPI, 10.925661914460
11, GPU[1].SA[0].CU[2], cu_inst_count, 2340.000000000000
12, GPU[1].SA[0].CU[2], cu_CPI, 9.170085470085
13, GPU[1].SA[0].CU[2], simd_inst_count, 1964.000000000000
14, GPU[1].SA[0].CU[2], simd_CPI, 10.925661914460
15, GPU[1].SA[0].CU[3], cu_inst_count, 2340.000000000000
16, GPU[1].SA[0].CU[3], cu_CPI, 9.170085470085
17, GPU[1].SA[0].CU[3], simd_inst_count, 1964.000000000000
18, GPU[1].SA[0].CU[3], simd_CPI, 10.925661914460
19, GPU[1].SA[1].CU[0], cu_inst_count, 0.000000000000
20, GPU[1].SA[1].CU[0], cu_CPI, +Inf
21, GPU[1].SA[1].CU[0], simd_inst_count, 0.000000000000
22, GPU[1].SA[1].CU[0], simd_CPI, +Inf
23, GPU[1].SA[1].CU[1], cu_inst_count, 0.000000000000
24, GPU[1].SA[1].CU[1], cu_CPI, +Inf
25, GPU[1].SA[1].CU[1], simd_inst_count, 0.000000000000
26, GPU[1].SA[1].CU[1], simd_CPI, +Inf
27, GPU[1].SA[1].CU[2], cu_inst_count, 0.000000000000
28, GPU[1].SA[1].CU[2], cu_CPI, +Inf
29, GPU[1].SA[1].CU[2], simd_inst_count, 0.000000000000
30, GPU[1].SA[1].CU[2], simd_CPI, +Inf
31, GPU[1].SA[1].CU[3], cu_inst_count, 0.000000000000
32, GPU[1].SA[1].CU[3], cu_CPI, +Inf
33, GPU[1].SA[1].CU[3], simd_inst_count, 0.000000000000
34, GPU[1].SA[1].CU[3], simd_CPI, +Inf
35, GPU[1].SA[2].CU[0], cu_inst_count, 0.000000000000
36, GPU[1].SA[2].CU[0], cu_CPI, +Inf
37, GPU[1].SA[2].CU[0], simd_inst_count, 0.000000000000
38, GPU[1].SA[2].CU[0], simd_CPI, +Inf
39, GPU[1].SA[2].CU[1], cu_inst_count, 0.000000000000
40, GPU[1].SA[2].CU[1], cu_CPI, +Inf
41, GPU[1].SA[2].CU[1], simd_inst_count, 0.000000000000
42, GPU[1].SA[2].CU[1], simd_CPI, +Inf
43, GPU[1].SA[2].CU[2], cu_inst_count, 0.000000000000
44, GPU[1].SA[2].CU[2], cu_CPI, +Inf
45, GPU[1].SA[2].CU[2], simd_inst_count, 0.000000000000
46, GPU[1].SA[2].CU[2], simd_CPI, +Inf
47, GPU[1].SA[2].CU[3], cu_inst_count, 0.000000000000
48, GPU[1].SA[2].CU[3], cu_CPI, +Inf
49, GPU[1].SA[2].CU[3], simd_inst_count, 0.000000000000
50, GPU[1].SA[2].CU[3], simd_CPI, +Inf
51, GPU[1].SA[3].CU[0], cu_inst_count, 0.000000000000
52, GPU[1].SA[3].CU[0], cu_CPI, +Inf
53, GPU[1].SA[3].CU[0], simd_inst_count, 0.000000000000
54, GPU[1].SA[3].CU[0], simd_CPI, +Inf
55, GPU[1].SA[3].CU[1], cu_inst_count, 0.000000000000
56, GPU[1].SA[3].CU[1], cu_CPI, +Inf
57, GPU[1].SA[3].CU[1], simd_inst_count, 0.000000000000
58, GPU[1].SA[3].CU[1], simd_CPI, +Inf
59, GPU[1].SA[3].CU[2], cu_inst_count, 0.000000000000
60, GPU[1].SA[3].CU[2], cu_CPI, +Inf
61, GPU[1].SA[3].CU[2], simd_inst_count, 0.000000000000
62, GPU[1].SA[3].CU[2], simd_CPI, +Inf
63, GPU[1].SA[3].CU[3], cu_inst_count, 0.000000000000
64, GPU[1].SA[3].CU[3], cu_CPI, +Inf
65, GPU[1].SA[3].CU[3], simd_inst_count, 0.000000000000
66, GPU[1].SA[3].CU[3], simd_CPI, +Inf
67, GPU[1].SA[4].CU[0], cu_inst_count, 0.000000000000
68, GPU[1].SA[4].CU[0], cu_CPI, +Inf
69, GPU[1].SA[4].CU[0], simd_inst_count, 0.000000000000
70, GPU[1].SA[4].CU[0], simd_CPI, +Inf
71, GPU[1].SA[4].CU[1], cu_inst_count, 0.000000000000
72, GPU[1].SA[4].CU[1], cu_CPI, +Inf
73, GPU[1].SA[4].CU[1], simd_inst_count, 0.000000000000
74, GPU[1].SA[4].CU[1], simd_CPI, +Inf
75, GPU[1].SA[4].CU[2], cu_inst_count, 0.000000000000
76, GPU[1].SA[4].CU[2], cu_CPI, +Inf
77, GPU[1].SA[4].CU[2], simd_inst_count, 0.000000000000
78, GPU[1].SA[4].CU[2], simd_CPI, +Inf
79, GPU[1].SA[4].CU[3], cu_inst_count, 0.000000000000
